20 14

#First row
0 0 Impassable stonepillar.png
1 0 Impassable stonepillar.png
2 0 Impassable stonepillar.png
3 0 Impassable stonepillar.png
4 0 Impassable stonepillar.png
5 0 Door door_stone.png
6 0 Impassable stonepillar.png
7 0 Impassable stonepillar.png
8 0 Impassable stonepillar.png
9 0 Impassable stonepillar.png
10 0 Impassable stonepillar.png
11 0 Impassable stonepillar.png
12 0 Impassable stonepillar.png
13 0 Impassable stonepillar.png
14 0 Impassable stonepillar.png
15 0 Impassable stonepillar.png
16 0 Impassable stonepillar.png
17 0 Impassable stonepillar.png
18 0 Impassable stonepillar.png
19 0 Impassable stonepillar.png


#Last row
0 13 Impassable stonepillar.png
1 13 Impassable stonepillar.png
2 13 Impassable stonepillar.png
3 13 Impassable stonepillar.png
4 13 Impassable stonepillar.png
5 13 Impassable stonepillar.png
6 13 Impassable stonepillar.png
7 13 Impassable stonepillar.png
8 13 Impassable stonepillar.png
9 13 Impassable stonepillar.png
10 13 Impassable stonepillar.png
11 13 Impassable stonepillar.png
12 13 Impassable stonepillar.png
13 13 Impassable stonepillar.png
14 13 Door door_stone.png
15 13 Impassable stonepillar.png
16 13 Impassable stonepillar.png
17 13 Impassable stonepillar.png
18 13 Impassable stonepillar.png
19 13 Impassable stonepillar.png


#First column
0 1 Impassable stonepillar.png
0 2 Impassable stonepillar.png
0 3 Impassable stonepillar.png
0 4 Impassable stonepillar.png
0 5 Impassable stonepillar.png
0 6 Door door_stone.png
0 7 Impassable stonepillar.png
0 8 Impassable stonepillar.png
0 9 Impassable stonepillar.png
0 10 Impassable stonepillar.png
0 11 Impassable stonepillar.png
0 12 Impassable stonepillar.png


#Last column
19 1 Impassable stonepillar.png
19 2 Impassable stonepillar.png
19 3 Impassable stonepillar.png
19 4 Impassable stonepillar.png
19 5 Impassable stonepillar.png
19 6 Impassable stonepillar.png
19 7 Door door_stone.png
19 8 Impassable stonepillar.png
19 9 Impassable stonepillar.png
19 10 Impassable stonepillar.png
19 11 Impassable stonepillar.png
19 12 Impassable stonepillar.png


#Body of the scene
1 1 Ground stone1.png
2 1 Ground stone1.png
3 1 Ground stone1.png
4 1 Ground stone1.png
5 1 Ground stone1.png
6 1 Ground stone1.png
7 1 Ground stone1.png
8 1 Ground stone1.png
9 1 Ground stone1.png
10 1 Ground stone1.png
11 1 Ground stone1.png
12 1 Ground stone1.png
13 1 Ground stone1.png
14 1 Ground stone1.png
15 1 Ground stone1.png
16 1 Ground stone1.png
17 1 Ground stone1.png
18 1 Ground stone1.png

1 2 Ground stone1.png
2 2 Ground stone1.png
3 2 Ground stone1.png
4 2 Ground stone1.png
5 2 Ground stone1.png
6 2 Ground stone1.png
7 2 Ground stone1.png
8 2 Ground stone1.png
9 2 Ground stone1.png
10 2 Ground stone1.png
11 2 Ground stone1.png
12 2 Ground stone1.png
13 2 Ground stone1.png
14 2 Ground stone1.png
15 2 Ground stone1.png
16 2 Ground stone1.png
17 2 Ground stone1.png
18 2 Ground stone1.png

1 3 Ground stone1.png
2 3 Ground stone1.png
3 3 Ground stone1.png
4 3 Ground stone1.png
5 3 Ground stone1.png
6 3 Ground stone1.png
7 3 Ground stone1.png
8 3 Ground stone1.png
9 3 Ground stone1.png
10 3 Ground stone1.png
11 3 Ground stone1.png
12 3 Ground stone1.png
13 3 Ground stone1.png
14 3 Ground stone1.png
15 3 Ground stone1.png
16 3 Ground stone1.png
17 3 Ground stone1.png
18 3 Ground stone1.png

1 4 Ground stone1.png
2 4 Ground stone1.png
3 4 Ground stone1.png
4 4 Ground stone1.png
